place_id,name,link,main_category,categories,rating,reviews,address,website,open_hours,is_spending_on_ads,last_updated,"latitude, longitude",neighborhood,average_atmosphere_score,average_food_score,average_service_score,average_price,Recommended dishes,Service options,Offerings,Dining options,Atmosphere,Crowd,Children,Accessibility,Amenities,Payments,Parking,Planning,Activities,Pets,Getting here,Highlights,From the business,Recycling,Popular for,average_review_date,days_since_average_review_date,success_score
ChIJCUEDxqgZ2jERLoWQ7ycLoQ8,Paulaner Bräuhaus Singapore,https://www.google.com/maps/place/Paulaner+Br%C3%A4uhaus+Singapore/data=!4m7!3m6!1s0x31da19a8c6034109:0xfa10b27ef90852e!8m2!3d1.2930767!4d103.8582873!16s%2Fg%2F1v0lh8rt!19sChIJCUEDxqgZ2jERLoWQ7ycLoQ8?authuser=0&hl=en&rclk=1,German restaurant,"['German restaurant', 'Beer garden', 'Brewery']",4.6,3558.0,"9 Raffles Boulevard, #01-01, Millenia Walk, Paulaner Bräuhaus Singapore, 039596",https://www.paulaner-brauhaus-singapore.com/,"{'Thursday': [11, 0, 0, 0], 'Friday': [11, 0, 1, 0], 'Saturday': [11, 0, 1, 0], 'Sunday': [11, 0, 0, 0], 'Monday': [11, 0, 0, 0], 'Tuesday': [11, 0, 0, 0], 'Wednesday': [11, 0, 0, 0]}",False,1747894788,"(1.2930767, 103.8582873)",Downtown Core,4.8,4.6,4.9,50.714285714285715,"Pork Schnitzel with Fries, Crispy Pork Knuckle, Wiener Schnitzel","Outdoor seating, Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in","Alcohol, Beer, Cocktails, Coffee, Happy-hour drinks, Happy-hour food, Late-night food, Organic dishes, Small plates, Spirits, Vegan options, Vegetarian options, Wine","Brunch, Lunch, Dinner, Dessert, Seating","Casual, Cosy","Family friendly, Groups, LGBTQ+ friendly, Transgender safe space","Good for kids, High chairs","Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet","Bar on site, Toilets, Wi-Fi, Free Wi-Fi","Credit cards, Debit cards, NFC mobile payments, Credit cards","Free parking lot, Paid parking lot, Plenty of parking",Accepts reservations,,Dogs allowed,,"Live music, Rooftop seating, Sport",Identifies as women-owned,,,2025-04-18 16:48:00.000000000,96.0,90.1
ChIJ225l_0Ma2jERCNNkY0Fmqr0,Bodacious bar & bistro,https://www.google.com/maps/place/Bodacious+bar+%26+bistro/data=!4m7!3m6!1s0x31da1a43ff656edb:0xbdaa66416364d308!8m2!3d1.3032732!4d103.7918353!16s%2Fg%2F11b6qhzrnm!19sChIJ225l_0Ma2jERCNNkY0Fmqr0?authuser=0&hl=en&rclk=1,Restaurant,"['Restaurant', 'Cafe']",4.1,365.0,"70 Biopolis St, #01-05 Bodacious bar & bistro, Singapore 138547",,"{'Thursday': [11, 0, 22, 0], 'Friday': [11, 0, 22, 0], 'Monday': [11, 0, 22, 0], 'Tuesday': [11, 0, 22, 0], 'Wednesday': [11, 0, 22, 0]}",False,1747900932,"(1.3032732, 103.7918353)",Queenstown,4.333333333333333,4.4,4.266666666666667,39.23076923076923,"Truffle Fries, Fish, Fish&Chips, Tiramisu, Truffle Fries, Roasted Cauliflower, Fish&Chips, Tiramisu, Truffle Fries, Signature Lobster Roll, Fish&Chips, Beer Batter Fried Fish and Chips, Tiramisu, Roasted Cauliflower, Bodacious Special Burger, Fish&Chips, Beer Batter Fried Fish and Chips, Fish&Chips","Outdoor seating, Takeaway, Dine-in","Alcohol, Beer, Cocktails, Coffee, Happy-hour drinks, Small plates, Spirits, Wine","Brunch, Lunch, Dinner, Dessert, Seating","Casual, Cosy",Groups,High chairs,"Wheelchair-accessible entrance, Wheelchair-accessible seating",Bar on site,"Credit cards, Debit cards, NFC mobile payments, Credit cards",,Accepts reservations,,"Dogs allowed, Dogs allowed outside",,Great cocktails,,,,2022-11-02 17:02:24.000000000,994.0,74.55
ChIJaUeopZsQ2jER5lgsno5fs3s,"Le Rida (Mediterranean. French. North Indian).Bukit Timah, Six Avenue","https://www.google.com/maps/place/Le+Rida+%28Mediterranean.+French.+North+Indian%29.Bukit+Timah,+Six+Avenue/data=!4m7!3m6!1s0x31da109ba5a84769:0x7bb35f8e9e2c58e6!8m2!3d1.3331651!4d103.790322!16s%2Fg%2F11c1p5qmkp!19sChIJaUeopZsQ2jER5lgsno5fs3s?authuser=0&hl=en&rclk=1",Mediterranean restaurant,"['Mediterranean restaurant', 'French restaurant', 'Greek restaurant', 'Indian restaurant', 'Lebanese restaurant', 'Turkish restaurant']",4.1,655.0,"903 Bukit Timah Rd, Le Rida (Mediterranean. French. North Indian).Bukit Timah, Six Avenue, Singapore 589620",http://lerida.com.sg/,"{'Thursday': [11, 0, 14, 30], 'Friday': [11, 0, 14, 30], 'Saturday': [11, 0, 23, 0], 'Sunday': [11, 0, 23, 0], 'Monday': [11, 0, 14, 30], 'Tuesday': [11, 0, 14, 30], 'Wednesday': [11, 0, 14, 30]}",False,1747890761,"(1.3331651, 103.790322)",Bukit Timah,4.2,4.3,4.5,54.0,"Homemade Fresh Pita Bread, Shirazy Kebab, Mezze Platter, Indian Kebab Platter for 4 Pax, Tikka, Homemade Fresh Pita Bread, Saffron Rice, Kebab, Homemade Fresh Pita Bread, Kebab, Lamb Chops, Butter Chicken, Cheese Sticks, Saffron Rice, Kebab","Outdoor seating, Kerbside pickup, No-contact delivery, Delivery, Drive-through, On-site services, Takeaway, Dine-in","Alcohol, Beer, Braille menu, Cocktails, Coffee, Halal food, Happy-hour drinks, Happy-hour food, Late-night food, Organic dishes, Salad bar, Small plates, Spirits, Vegan options, Vegetarian options, Wine","Brunch, Lunch, Dinner, Catering, Counter service, Dessert, Seating","Casual, Cosy","Family friendly, Groups","Good for kids, High chairs, Kids' menu","Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet","Bar on site, Toilets, Wi-Fi, Free Wi-Fi","Cheques, Credit cards, Debit cards, NFC mobile payments, Credit cards","Free of charge street parking, Free parking lot, Plenty of parking",Accepts reservations,,Dogs allowed outside,,Sport,,,,2025-01-14 09:36:00.000000000,190.0,79.64
ChIJQ6vp0p4Q2jERP7DoFs_sID8,"Indian Curry House - Bukit Timah Rd ,Sixth Avenue Centre","https://www.google.com/maps/place/Indian+Curry+House+-+Bukit+Timah+Rd+,Sixth+Avenue+Centre/data=!4m7!3m6!1s0x31da109ed2e9ab43:0x3f20eccf16e8b03f!8m2!3d1.3313948!4d103.7951244!16s%2Fg%2F1tfw0jzx!19sChIJQ6vp0p4Q2jERP7DoFs_sID8?authuser=0&hl=en&rclk=1",Indian restaurant,"['Indian restaurant', 'Biryani restaurant', 'Fine dining restaurant', 'Indian takeaway', 'Modern Indian restaurant', 'North Indian restaurant']",4.1,420.0,"805 Bukit Timah Rd, #01-03 Indian Curry House - Bukit Timah Rd ,Sixth Avenue Centre, Sixth Avenue Center, Singapore 279883",https://indiancurryhousedeliveries.oddle.me/en_SG/,"{'Thursday': [10, 30, 22, 30], 'Friday': [10, 30, 22, 30], 'Saturday': [10, 30, 22, 30], 'Sunday': [10, 30, 22, 30], 'Monday': [10, 30, 22, 30], 'Tuesday': [10, 30, 22, 30], 'Wednesday': [10, 30, 22, 30]}",False,1747890762,"(1.3313948, 103.7951244)",Bukit Timah,4.066666666666666,4.5625,4.25,37.5,"Tandoori, Chicken Tikka Masala, Butter Naan, Naan Basket, Hyderbadi Chicken Briyani, Chicken Tikka Masala, Butter Chicken, Tandoori, Chicken Biryani, Naan Basket, Chicken Tikka Masala, Butter Chicken, Tandoori, Chicken Biryani, Butter Naan, Mama Mia Mutton, Naan Basket, Chicken Tikka Masala, Lacha Parata","Outdoor seating, Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in","Alcohol, Beer, Cocktails, Coffee, Halal food, Happy-hour drinks, Happy-hour food, Organic dishes, Private dining room, Small plates, Spirits, Vegetarian options, Wine","Brunch, Lunch, Dinner, Catering, Dessert, Seating","Casual, Cosy","Family friendly, Groups","Good for kids, High chairs, Kids' menu","Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet","Toilets, Wi-Fi, Free Wi-Fi","Cash only, Credit cards, Debit cards, NFC mobile payments, Credit cards","Paid parking lot, Somewhat difficult to find a space","Reservations required, Accepts reservations",,Dogs allowed outside,,"Fireplace, Sport",Identifies as women-owned,,,2021-05-24 11:16:48.000000000,1521.0,72.77
ChIJB9KJMW4X2jER61vdmVZ88E4,Trovato,https://www.google.com/maps/place/Trovato/data=!4m7!3m6!1s0x31da176e3189d207:0x4ef07c5699dd5beb!8m2!3d1.385475!4d103.872786!16s%2Fg%2F11s533j4qf!19sChIJB9KJMW4X2jER61vdmVZ88E4?authuser=0&hl=en&rclk=1,Italian restaurant,"['Italian restaurant', 'Bar', 'Cafe', 'Dessert restaurant', 'Pasta shop', 'Pizza restaurant', 'Singaporean restaurant']",4.4,582.0,"26 Jln Selaseh, Trovato, Singapore 808445",http://www.trovato.sg/,"{'Thursday': [11, 0, 22, 0], 'Friday': [11, 0, 23, 0], 'Saturday': [10, 30, 23, 0], 'Sunday': [10, 30, 23, 0], 'Tuesday': [11, 0, 22, 0], 'Wednesday': [11, 0, 22, 0]}",False,1747894536,"(1.385475, 103.872786)",Serangoon,4.4,3.9,4.45,48.05555555555556,"Tiramisu Cake Slice, Tiramisu Cake Slice, Tagliatelle Carbonara, Trovato Pizza, Tagliatelle Pesto V, Tiramisu Cake Slice, Pepperoni Pizza, Baked Camembert, Tagliatelle Carbonara, Tiramisu Cake Slice, Truffle Fries V, Tagliatelle Carbonara, Tiramisu Cake Slice, Tiramisu Cake Slice, Tagliatelle Carbonara, Trovato Pizza, Tagliatelle Pesto V, Tiramisu Cake Slice, Pepperoni Pizza, Baked Camembert, Tagliatelle Carbonara, Tiramisu Cake Slice, Truffle Fries V, Tagliatelle Carbonara","Outdoor seating, Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in","Alcohol, Beer, Cocktails, Coffee, Happy-hour drinks, Small plates, Spirits, Vegetarian options, Wine","Breakfast, Brunch, Lunch, Dinner, Counter service, Dessert, Seating","Casual, Cosy","Family friendly, Groups, LGBTQ+ friendly, Transgender safe space","Good for kids, High chairs, Kids' menu",Wheelchair-accessible seating,"Bar on site, Toilets, Wi-Fi, Free Wi-Fi","Credit cards, Debit cards, NFC mobile payments, Credit cards","Paid parking lot, Paid street parking, Somewhat difficult to find a space",Accepts reservations,,"Dogs allowed, Dogs allowed outside",,Fireplace,,,,2024-12-11 08:48:00.000000000,224.0,82.15
ChIJW85aW4QZ2jERx-urdmisqr4,Charcoal Grill & Bar by Kurry Korner,https://www.google.com/maps/place/Charcoal+Grill+%26+Bar+by+Kurry+Korner/data=!4m7!3m6!1s0x31da19845b5ace5b:0xbeaaac6876abebc7!8m2!3d1.2952497!4d103.8296918!16s%2Fg%2F11b5wpw71s!19sChIJW85aW4QZ2jERx-urdmisqr4?authuser=0&hl=en&rclk=1,Indian restaurant,"['Indian restaurant', 'Grill', 'Bar', 'Bar & grill', 'Indian takeaway', 'Modern Indian restaurant']",4.2,312.0,"417 River Valley Rd, Charcoal Grill & Bar by Kurry Korner, Singapore 248316",http://charcoal.sg/,"{'Thursday': [11, 30, 14, 30], 'Friday': [11, 30, 14, 30], 'Saturday': [11, 30, 23, 0], 'Sunday': [11, 30, 23, 0], 'Monday': [11, 30, 14, 30], 'Tuesday': [11, 30, 14, 30], 'Wednesday': [11, 30, 14, 30]}",False,1747899086,"(1.2952497, 103.8296918)",Tanglin,4.15625,4.542857142857143,4.606060606060606,38.57142857142857,"Butter Chicken, Papadi Chaat, Butter Chicken, Sev Puri, Hoegaarden, Samosa Chaat, Amristari Fish Fry, Chicken Achari Tikka, Vegetable Seekh Kebab, Chicken Dum Biryani, Butter Chicken, Tandoor Prawns, Dahi Potato Puri, Buttered Chicken, Chicken Tikka Masala, Veg Thali, Kurry Korner Special Chicken Handi, Papadi Chaat, Gulab Jamun, Butter Chicken, Papadi Chaat, Butter Chicken, Sev Puri, Samosa Chaat, Amristari Fish Fry, Dahi Potato Puri, Buttered Chicken, Chicken Tikka Masala, Papadi Chaat, Samosa Chaat, Butter Chicken, Papadi Chaat, Papadi Chaat, Butter Chicken","Takeaway, Dine-in","Alcohol, All you can eat, Beer, Cocktails, Happy-hour drinks, Happy-hour food, Late-night food, Spirits, Vegetarian options, Wine","Brunch, Lunch, Dinner, Catering, Counter service, Dessert, Seating","Casual, Cosy","Family friendly, Groups, LGBTQ+ friendly, Transgender safe space","Good for kids, High chairs, Kids' menu",Wheelchair-accessible seating,"Bar on site, Toilets, Wi-Fi, Free Wi-Fi","Cash only, Credit cards, Debit cards, NFC mobile payments, Credit cards","Paid parking lot, Paid street parking",Accepts reservations,,"Dogs allowed, Dogs allowed outside",,Sport,,,,2022-03-24 19:51:16.363636480,1217.0,74.15
ChIJJemS1tIV2jERDIQYdg9cohs,Wheeler's Estate,https://www.google.com/maps/place/Wheeler%27s+Estate/data=!4m7!3m6!1s0x31da15d2d692e925:0x1ba25c0f7618840c!8m2!3d1.4093057!4d103.8680587!16s%2Fg%2F11c2jxnzjb!19sChIJJemS1tIV2jERDIQYdg9cohs?authuser=0&hl=en&rclk=1,Bar & grill,"['Bar & grill', 'Live music bar', 'Live music venue', 'Wedding venue']",4.1,3845.0,"2 Park Ln, Wheeler's Estate, Singapore 798386",http://wheelersestate.com/,"{'Thursday': [15, 0, 23, 0], 'Friday': [15, 0, 0, 0], 'Saturday': [9, 0, 0, 0], 'Sunday': [9, 0, 23, 0], 'Tuesday': [15, 0, 23, 0], 'Wednesday': [15, 0, 23, 0]}",False,1747897451,"(1.4093057, 103.8680587)",Seletar,4.5625,4.45,4.2875,53.38461538461539,"BBQ Pork Jowl, Die Die Must Try Pizza, Waygu Beef Burger, Signature Tomahawk Steak, Pork Jowl, Signature Tomahawk Steak, Truffle Fries, Roasted, Pork Jowl, English Breakfast, Beer Battered Fish & Chips, Waygu Beef Burger, English Breakfast, Die Die Must Try Pizza, Beer Battered Fish & Chips, Beer Battered Fish & Chips, Truffle Fries, Truffle Fries, BBQ Pork Jowl, Beer Battered Fish & Chips, Truffle Fries, Die Die Must Try Pizza, Beer Battered Fish & Chips, Waygu Beef Burger, Pork Jowl, Die Die Must Try Pizza, Pork Jowl, Beer Battered Fish & Chips, Die Die Must Try Pizza, Beer Battered Fish & Chips, Signature Tomahawk Steak, Truffle Fries, Beer Battered Fish & Chips, Die Die Must Try Pizza, Porky Pizza, Truffle Fries, Fish and Chips, Porky Pizza, Beer Battered Fish & Chips, Truffle Fries, Beer Battered Fish & Chips, BBQ Pork Jowl, Signature Tomahawk Steak, Beer Battered Fish & Chips","Outdoor seating, Takeaway, Dine-in, Delivery","Alcohol, Beer, Cocktails, Coffee, Food, Food at bar, Happy-hour drinks, Late-night food, Small plates, Spirits, Vegetarian options, Wine","Breakfast, Brunch, Lunch, Dinner, Dessert, Seating","Casual, Cosy","Family friendly, Groups","Good for kids, Good for kids birthday, High chairs, Kids' menu","Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet, Assistive hearing loop","Bar on site, Toilets, Wi-Fi, Free Wi-Fi","Credit cards, Debit cards, NFC mobile payments, Credit cards","Paid parking lot, Paid street parking",Accepts reservations,,Dogs allowed,,"Live music, Live performances",,,,2023-12-26 00:26:10.909090816,575.0,83.34
ChIJX7mN2wwb2jERmHzuEpJh7g8,Wildseed Café at The Alkaff Mansion,https://www.google.com/maps/place/Wildseed+Caf%C3%A9+at+The+Alkaff+Mansion/data=!4m7!3m6!1s0x31da1b0cdb8db95f:0xfee619212ee7c98!8m2!3d1.278877!4d103.813289!16s%2Fg%2F11h0_l04l9!19sChIJX7mN2wwb2jERmHzuEpJh7g8?authuser=0&hl=en&rclk=1,Cafe,['Cafe'],4.5,2942.0,"10 Telok Blangah Green, Wildseed Café at The Alkaff Mansion, Singapore 109178",https://www.wildseedcafe.sg/the-alkaff-mansion,"{'Thursday': [8, 0, 21, 0], 'Friday': [8, 0, 23, 0], 'Saturday': [8, 0, 23, 0], 'Sunday': [8, 0, 21, 0], 'Monday': [8, 0, 17, 0], 'Tuesday': [8, 0, 21, 0], 'Wednesday': [8, 0, 21, 0]}",False,1747898858,"(1.278877, 103.813289)",Bukit Merah,4.4324324324324325,4.1066666666666665,4.28,40.54545454545455,"Toast, Fries, Salad, Wagyu, Avocado, Truffle Carbonara, Burger, Cake, Avocado, Cake, Burger, Cake, Truffle Carbonara, Toast, Avocado, Cake, Soft Shell Crab Pasta, Cheese and Truffle Dip, Wagyu, Wagyu Beef Burger, Wagyu, Toast, Cake, Wagyu Burger, Fries, Truffle Carbonara, Cake, Fries, Toast, Avocado, Soft Shell Crab Pasta, Truffle Carbonara, French Toast, Toast, Fries, Truffle Carbonara, Burger, Cake, Avocado, Atas Kaya Toast, Toast, Truffle Carbonara, French Toast, Strawberry Shortcake, Soft Shell Crab Pasta, Cake, Soft Shell Crab Pasta, Salad","Outdoor seating, On-site services, Takeaway, Dine-in","Alcohol, Beer, Cocktails, Coffee, Organic dishes, Small plates, Spirits, Vegetarian options, Wine","Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating","Casual, Cosy","Family friendly, Groups","Good for kids, High chairs, Kids' menu","Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating","Bar on site, Toilets, Wi-Fi, Free Wi-Fi","Credit cards, Debit cards, NFC mobile payments, Credit cards","Free parking lot, Plenty of parking",Accepts reservations,,Dogs allowed,,Live performances,,,,2024-06-20 14:24:00.000000000,398.0,87.27
ChIJ_TRYOKE92jERVasC36QBWfw,Canopy Changi City Point,https://www.google.com/maps/place/Canopy+Changi+City+Point/data=!4m7!3m6!1s0x31da3da1385834fd:0xfc5901a4df02ab55!8m2!3d1.3336065!4d103.9632433!16s%2Fg%2F11s4b0zx5x!19sChIJ_TRYOKE92jERVasC36QBWfw?authuser=0&hl=en&rclk=1,Restaurant,['Restaurant'],4.6,720.0,"5 Changi Business Park Central 1, #01-70/71 Canopy Changi City Point, Changi City Point, Singapore 486038",https://www.canopygardendining.com/,"{'Thursday': [11, 30, 22, 0], 'Friday': [11, 30, 22, 0], 'Saturday': [11, 30, 22, 0], 'Sunday': [11, 30, 22, 0], 'Monday': [11, 30, 22, 0], 'Tuesday': [11, 30, 22, 0], 'Wednesday': [11, 30, 22, 0]}",False,1747890338,"(1.3336065, 103.9632433)",Tampines,4.675675675675675,4.405405405405405,4.4520547945205475,43.431372549019606,"Soft Shell Crab Pasta, Pizza Prosciutto, Grilled Breakfast, Truffle Fries, Chicken Parmigiana, Carbonara, Grilled Breakfast, Truffle Fries, Pepperoni Pizza, Truffle Fries, Carbonara, Pepperoni Pizza, Truffle Fries, Caesar Salad, Crabmeat Aglio Olio, Pepperoni Pizza, Lamb Rack, Pepperoni Pizza, Zucchini Pasta, Truffle Pasta, Cheese Cake Slice, Truffle Fries, Caesar Salad, Crabmeat Aglio Olio, Fish and Chips, Pepperoni Pizza, Beer Battered Fish 'N' Chips, Pan Seared Norwegian Salmon, Pan Seared Norwegian Salmon, Fish and Chips, Truffle Fries, Carbonara, Cauliflower Steak, Truffle Fries, Truffle Fries, Vegetarian Pizza, Truffle Pasta, Truffle Fries, Grilled Spanish Pork, Beef Cubes, Truffle Fries, Lamb Chops","Outdoor seating, Delivery, Takeaway, Dine-in","Alcohol, Beer, Cocktails, Coffee, Halal food, Happy-hour drinks, Small plates, Vegan options, Vegetarian options, Wine","Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating","Casual, Cosy","Family friendly, Groups","Good for kids, High chairs, Kids' menu","Wheelchair-accessible car park, Wheelchair-accessible entrance, Wheelchair-accessible seating","Bar on site, Toilets","Credit cards, Debit cards, NFC mobile payments, Credit cards","Paid parking lot, Plenty of parking",Accepts reservations,,"Dogs allowed, Dogs allowed outside",,Great cocktails,,,,2024-07-12 06:57:36.000000000,376.0,84.15
ChIJ9WhnrQwY2jER-jYA2heV9Pw,Mel's Place Restaurant & Bar,https://www.google.com/maps/place/Mel%27s+Place+Restaurant+%26+Bar/data=!4m7!3m6!1s0x31da180cad6768f5:0xfcf49517da0036fa!8m2!3d1.307533!4d103.907881!16s%2Fg%2F1tdvb2qs!19sChIJ9WhnrQwY2jER-jYA2heV9Pw?authuser=0&hl=en&rclk=1,Bar & grill,"['Bar & grill', 'Beer garden', 'Pub', 'Restaurant', 'Wine bar']",4.2,762.0,"2A Kuo Chuan Ave, Mel's Place Restaurant & Bar, Singapore 426897",http://melsplace.com.sg/,"{'Thursday': [16, 0, 1, 0], 'Friday': [16, 0, 1, 0], 'Saturday': [16, 0, 1, 0], 'Sunday': [16, 0, 0, 0], 'Monday': [16, 0, 0, 0], 'Tuesday': [16, 0, 0, 0], 'Wednesday': [16, 0, 0, 0]}",False,1747891981,"(1.307533, 103.907881)",Marine Parade,4.15,3.830508474576271,4.283333333333333,43.19444444444444,"Guinness Draft, Duck Pizza, Fried Prawn Noodles, Crayfish Hor Fun, Crayfish Hor Fun, Fried Chicken Wings, Fried Chicken Wings, Fried Chicken Wings, Fish & Chips, Fried Chicken Wings, Fish & Chips, Lamb Rack, Grilled Snapper, Duck Pizza, Fried Chicken Wings, Guinness Draft, Fish & Chips, Lamb Rack, Lamb Ribs, Steak, Lamb Rack, Fried Chicken Wings, Lamb Rack, Seafood Pasta, Crayfish Hor Fun, Fried Prawn Noodles, Ter Kar Bee Hoon, Lava Cake","Outdoor seating, Takeaway, Dine-in","Alcohol, Beer, Cocktails, Coffee, Food, Food at bar, Happy-hour drinks, Late-night food, Salad bar, Small plates, Spirits, Wine","Dinner, Counter service, Dessert, Seating","Casual, Cosy","Family friendly, Groups","Good for kids, High chairs, Kids' menu","Wheelchair-accessible entrance, Wheelchair-accessible seating, Wheelchair-accessible toilet","Bar on site, Toilets, Wi-Fi, Free Wi-Fi","Credit cards, Debit cards, Credit cards","Paid parking lot, Paid street parking, Somewhat difficult to find a space, Valet parking",Accepts reservations,,"Dogs allowed, Dogs allowed outside",,"Bar games, Sport",,,,2023-06-15 12:28:48.000000000,769.0,78.69
ChIJa4YZJG8Z2jERg4a_sKwmYgI,Little Part 1 Cafe,https://www.google.com/maps/place/Little+Part+1+Cafe/data=!4m7!3m6!1s0x31da196f2419866b:0x26226acb0bf8683!8m2!3d1.2759299!4d103.8357315!16s%2Fg%2F11dym3lr8x!19sChIJa4YZJG8Z2jERg4a_sKwmYgI?authuser=0&hl=en&rclk=1,Restaurant,"['Restaurant', 'Cafe']",4.6,558.0,"54 Blair Rd, #01-01 Little Part 1 Cafe, Singapore 089954",http://www.littlepart1cafe.com/,"{'Thursday': [11, 0, 22, 30], 'Friday': [11, 0, 22, 30], 'Saturday': [11, 0, 22, 30], 'Sunday': [10, 0, 21, 0], 'Tuesday': [11, 0, 22, 30], 'Wednesday': [11, 0, 22, 30]}",False,1747898846,"(1.2759299, 103.8357315)",Bukit Merah,4.650793650793651,4.507936507936508,4.698412698412699,34.90243902439025,"Chicken Schnitzel, Wings, Shepherd's Pie, Truffle Fries, Pizza, Burger, Fries, Buffalo Wings, Craft Beer, Craft Beer, Thin Pizza, Wings, Pizza, Buffalo Wings, Truffle Fries, Pizza, Pizza, Pizza, Wings, Craft Beer, Thin Pizza, Soup, Shepherd's Pie, Garlic Butter, Salad, Beef Stew, Buffalo Wings, Fresh Scallop Ikura Mentaiko Pasta, Truffle Fries, Pizza, Salad, Pizza, Thin Pizza, Truffle Fries, Pizza, Buffalo Wings, Truffle Fries, Pizza, Garlic Butter, Chicken Schnitzel, Pizza, Craft Beer, Pizza, Buffalo Wings, Wings, Pizza, Buffalo Wings, Shakshuka, Salad, Chicken Schnitzel, Salad, Chicken Schnitzel, Thin Pizza, Wings, Pizza, Pizza, Craft Beer, Thin Pizza, Shepherd's Pie, Truffle Fries, Pizza, Craft Beer, Thin Pizza, Truffle Fries, Salad, Craft Beer, Burger, Buffalo Wings, Craft Beer","Outdoor seating, Kerbside pickup, No-contact delivery, Delivery, Takeaway, Dine-in","Alcohol, Beer, Cocktails, Coffee, Happy-hour drinks, Late-night food, Small plates, Spirits, Vegan options, Vegetarian options, Wine","Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating","Casual, Cosy","Family friendly, Groups, LGBTQ+ friendly","Good for kids, High chairs","Wheelchair-accessible entrance, Wheelchair-accessible seating","Bar on site, Gender-neutral toilets, Toilets, Wi-Fi, Free Wi-Fi","Credit cards, Debit cards, NFC mobile payments, Credit cards","Paid street parking, Plenty of parking",Accepts reservations,,Dogs allowed,,Great cocktails,,,,2023-07-27 18:06:32.727272704,727.0,81.93
ChIJM3cjDu0b2jERaxTb93ojeF8,Siri House Dempsey,https://www.google.com/maps/place/Siri+House+Dempsey/data=!4m7!3m6!1s0x31da1bed0e237733:0x5f78237af7db146b!8m2!3d1.3037237!4d103.809206!16s%2Fg%2F11fjbqjjy0!19sChIJM3cjDu0b2jERaxTb93ojeF8?authuser=0&hl=en&rclk=1,Restaurant,['Restaurant'],4.4,553.0,"8D Dempsey Rd, #01-02 Siri House Dempsey, Dempsey Hill, Singapore 249672",https://www.sirihouse.com/,"{'Thursday': [11, 30, 22, 0], 'Friday': [11, 30, 23, 30], 'Saturday': [11, 30, 23, 30], 'Tuesday': [11, 30, 22, 0], 'Wednesday': [11, 30, 22, 0]}",False,1747895459,"(1.3037237, 103.809206)",Tanglin,4.641791044776119,4.567164179104478,4.588235294117647,75.66666666666667,"Pork Cheek, KFC, Broccolini, Unagi Risotto, KFC Korean Fried Cauliflower, Orange Chocolate Mousse, Scallop, Scallop Crudo, Scallop Crudo, KFC, Scallop, Unagi Risotto, Uni Cream Pasta, Unagi Risotto, KFC, Broccolini, KFC Korean Fried Cauliflower, Scallop, KFC, Unagi Risotto, Scallop Crudo, Unagi Risotto, KFC Korean Fried Cauliflower, Scallop, Scallop Crudo, KFC, Broccolini, Scallop Crudo, Broccolini, Sicilian Pistachio, Salad, KFC Korean Fried Cauliflower, Uni Cream Pasta, Scallop Crudo, Beef, Arancini 6 Pieces, Broccolini, Unagi Risotto, KFC Korean Fried Cauliflower","Outdoor seating, Delivery, On-site services, Takeaway, Dine-in","Alcohol, Beer, Cocktails, Coffee, Happy-hour drinks, Happy-hour food, Small plates, Spirits, Vegetarian options, Wine","Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating",Cosy,Groups,High chairs,Wheelchair-accessible seating,"Bar on site, Toilets, Wi-Fi, Free Wi-Fi","Credit cards, Debit cards, NFC mobile payments, Credit cards","Free parking lot, Plenty of parking","Reservations required, Accepts reservations",,Dogs allowed,,Great cocktails,,,,2024-01-22 08:09:36.000000000,548.0,80.65
